k_hot_code,Frequency
11111100000000000000,596778
11111000000000000000,158766
10100000000000000000,101025
10101000000000000000,85078
11110100000000000000,48516
11111110111100000000,39340
11111110111110000000,39060
11110000000000000000,26106
11111010111110000000,17766
11111010111100000000,11781
11111110111100001000,10731
11110111000001110000,9316
11111010000000000000,8128
10100001000000000000,7750
11110111000011110000,7626
11111110111100100000,6216
11110101000001100000,6216
01010000000000000000,5671
11111010111100001000,5356
11111110111110100000,5253
11111110111110000010,4560
11111110111110001000,4465
11111010111110001000,3321
11111110111010001000,3160
01010100000000000000,2628
11101000000000000000,2485
11111101000000000000,2346
11111110111100000010,2278
11110101000001000000,2080
11111110000000000000,2016
11110101000000000000,1891
11111101000001100000,1891
11110111010001110000,1891
11111010111110000010,1830
11110111011001110000,1711
11111010111010001000,1653
11111010000010000000,1540
11111110111100001001,1485
11111110111110001100,1378
11111111000001110000,1326
11110111010011110000,1275
10100001000001000000,1225
11110101000001110000,1176
11111010111110100000,946
11110101000011110000,946
11100000000000000000,903
11110011000011110000,903
11111010111100100000,861
11111110111100101000,861
11111110111110101000,820
11111010111100000010,820
11111110111010001010,780
11110111111001110000,780
11110001000000000000,741
11110101000000100000,741
11111010000100000000,741
11111111000011110000,741
11111010111010001010,703
11111010111110001100,703
11111111111100001000,666
11111101000001000000,666
11111010111100101000,595
10111000000000000000,561
11111110111110101100,561
11110010111110000000,528
11111110111100101001,496
11110111011011110000,496
11110111000011110100,496
10101001000000000000,465
11111110111110000001,465
11111110111010101000,435
11111110111110101001,406
11111001000000000000,406
11111110111100100010,406
11111110111010000000,378
11111010000110000000,378
11110111111101110000,378
11110111000101110000,351
10110000000000000000,351
11110111111011110000,351
10100001000001100000,351
11111101000001110000,325
11111110000100000000,325
11111110111101100000,325
11111111011001110000,300
11111110111010000010,300
11110111000001100000,300
11111101000000100000,300
11110111001001110000,276
11110011000001110000,276
11101010000000000000,253
11111111111001110000,253
11111010011100000000,253
11111110111110100010,253
11111110111110001010,231
11110111011101110000,231
11110100000000100000,231
11110010000000000000,231
11111110011100000000,231
11110101000000100100,231
11111110111110001001,231
11111110111110000011,210
11110101000001100100,210
01110000000000000000,210
11111111111101100000,210
11111111111100000000,210
11111111111110000000,210
11110110000000000000,190
11110101000000110000,190
11111111111111100000,190
11111010111110101100,190
01010010000000000000,190
11111110111111000000,171
11100001000000000000,171
11110010111100000000,171
11110111000011100000,171
11110110111100100000,171
11111010111010000010,171
11111110111010111000,153
11111111111100101000,153
11111011111100001000,153
11111111111111000000,136
11111010111110100010,136
11111110111101000000,136
11110110000100000000,136
11111110111100110000,136
11110010111100001000,120
11111101000011110000,120
11110101000011100000,120
11111110111110100001,120
11111010111101100000,120
11110111000111110100,120
11111110000010000000,120
11111100110000000000,120
11111111111101000000,120
11111010111010000000,120
11111010111100110000,105
11110110111110100000,105
11110110111110000000,105
11111110111111100000,105
11111110111110100100,91
11110101000011110100,91
11111111111101110000,91
11111111000011110100,91
11010100000000000000,91
11110111000101100000,91
11100011000011110000,91
11111100100000000000,91
11111010111110101000,91
11111100000000100000,91
11111111111110100000,78
11111111111011110000,78
11111010011110000000,78
11110111110001110000,78
11110001000001000000,78
11111110111100111000,78
11111110011110000000,78
11100011000001110000,78
11110011000101110000,78
11111110111111000010,78
11110111010101110000,66
11110010111110001000,66
11110111011011110100,66
11111111010001110000,66
11111111010011110000,66
10101001000001000000,66
11111111111101101001,66
11110111001101110000,66
11111110111101000010,66
11111111110001110000,66
11111010011100001000,66
11111110111010101010,66
11111010111111000000,66
11110111011101100000,55
11110111001111100000,55
11110111111011111000,55
11111010001100000000,55
11110111011111100000,55
11110111011111110100,55
11110111001011110000,55
11110111000000110100,55
11111110111110000100,55
11110010111100100000,55
11111010111010101000,55
11111110110000000000,55
11110010111110100000,55
11110101011001110000,55
11110101000001110100,55
11111101011001100000,45
11111111111011100000,45
11110111010011110100,45
11111010001110000000,45
11111110111010001100,45
11110111111110000000,45
11110111111011110001,45
11111001000001000000,45
11111111000000110100,45
11110001000011110000,45
11110111011011110001,45
11111110111111100010,45
11101010111110000000,45
11111110001000000000,45
11111110110100000000,45
10100011000001110000,45
11111111111100100000,45
11111111000101110000,45
11111110111101101000,45
11110101010011110000,45
11111110111110101010,36
11110111110011110000,36
11111010001010000000,36
11111010001000000000,36
11110010000100000000,36
11111101001001100000,36
11110010111010001000,36
11110110111100001000,36
11111101000000110000,36
11111100110100000000,36
11111101010001100000,36
11111110110110000000,36
11111010111101000000,36
11110101010001100000,36
11100001000001000000,36
11110101010011110100,36
11110101011011110000,36
11101010111100001000,36
11111010111100011000,36
11111111011101100000,36
11110111010001100000,36
11111010111110000100,36
11111111011101110000,36
11111110111100000001,36
11111111001100100000,36
11111010011010000010,36
11101010000100000000,36
11111111001001110000,36
11111010111110010000,36
11100011000101110000,36
11111110111000000000,36
11110101011001100000,36
11111101000011100000,28
11111111111101000010,28
11111111000001100000,28
11110111111011100000,28
11110110111100000000,28
11111010111100100010,28
11111110111101010000,28
11111110110100001000,28
11110111000111100000,28
11100001000001100000,28
11110111000111110000,28
11111011111100000000,28
11111000000001000000,28
11110011010001110000,28
11111101000000100100,28
11111100000010000000,28
11110111111111100000,28
11110111000000000000,28
11100011011001110000,28
11111110111110100011,28
01110100000000000000,28
11110111000100110100,28
11111111110101110000,28
11010000000000000000,28
11111010010100000000,28
11110101000101100000,28
10101001000001100000,28
10101100000000000000,28
11111111111010001010,28
11110001000001110000,28
11111101010001110000,28
11111110010000000000,28
11111110111011101010,28
11111110001110000000,28
11111110001100000000,28
11111010011110000010,28
11111110111011101000,28
11111110111100010000,28
11110111111011110100,28
11111111111100100010,28
11111111111100110000,28
11111010111101101000,28
11111111111100111000,28
11111001000001100000,21
11111010111011101000,21
11111010000100001000,21
11110101000011100100,21
11111010111010111000,21
11110011000111110100,21
11110100000001100000,21
11111010111111000010,21
11111010010000000000,21
11111100001000000000,21
11111010111100001001,21
11110110000010000000,21
11111100000001000000,21
11111010011010001000,21
11110101000000110100,21
11110011010011110000,21
11110101001001100000,21
11110101001001110000,21
11110101010001110000,21
11111110011010000000,21
11110111111101100000,21
11111110111110001011,21
11111111111101100010,21
11111111111011100001,21
11111111110101100000,21
11110001000001100000,21
11110111001100111000,21
11111110111110010000,21
11100011010011110000,21
11101010111100100000,21
10100001000001110000,21
11111111111111100010,21
11110010011110000000,21
11110111001000110100,21
11111110111100110010,21
11111101000001100100,21
11111111111100011000,21
11111110110110001010,21
11111111010001100000,21
11110111011100111000,21
11110111011001100000,21
11111101000000110100,21
11111111111111110000,21
11111111001100110000,21
11111111111110000011,21
11111110111010011000,21
01010010000100000000,21
11111110111010111010,15
11101010111110100000,15
11110111011011100000,15
11111110111011001000,15
11111010000100100000,15
11111110111010100000,15
11101010001100000000,15
11111010111110001010,15
11100011010001110000,15
11101010000110000000,15
10110001000000000000,15
11111111011011110000,15
11111010111000000000,15
11111111001100000000,15
11110110000000110000,15
11111111000111100000,15
11110111011100110000,15
11111111000011100000,15
11111110111111101100,15
11111110111101100010,15
11110111011100111100,15
11111110111110110000,15
11110111111100001000,15
11110011000011100000,15
11111010111100001010,15
11111010111100010000,15
11111110111101110000,15
11111111010101100000,15
11111110111010000001,15
11111110111000000010,15
11110010000010000000,15
11111010111111100000,15
11111011000011110000,15
11111000001000000000,15
11111101010011110000,15
11111111111111010000,15
11111111111111100001,15
11110111000000100000,15
11111011111110000000,15
11110111111111000000,15
11110010111101000000,15
11110110111110100001,15
01010010000010000000,15
11110110111110101001,15
11110010111111100000,15
11111100010000000000,15
11111111111111000010,15
11111010111111001000,15
11110111010001110100,15
10100001000000100100,15
11111111111110000010,15
11110110111010001000,15
11111010111110100100,15
11110111111100100000,15
11110110111010101000,15
11110000000010000000,15
11110111001011110100,15
11110001000000100000,15
11110110011110000000,10
11110111010011100000,10
10100001000101110000,10
11111111111111101001,10
11110111111100000000,10
11110110111010111000,10
11111111011100000000,10
11110111111101101001,10
10100001010001100000,10
11110111111011111100,10
11111111111011000000,10
11111111101001110000,10
11111111111010000000,10
11110110001000000000,10
11110111000000110000,10
11110111000001000000,10
11110111010101100000,10
11111000010000000000,10
10100001000111110100,10
11111111110100001000,10
11110110111100101001,10
11111111111110101000,10
11110111010111100000,10
11110111010100110100,10
11111010010010000000,10
11110111111111110000,10
11110011000011110100,10
11111111010011110100,10
11101110111100101000,10
11111010110100000000,10
11110111101001110000,10
11111110011110100000,10
11111110011110001000,10
11111010111110101010,10
11110101000001000010,10
11110001001001100000,10
11111110001010001000,10
11111110000100100000,10
11110111001011100000,10
11110111000101100010,10
11110100000001110000,10
11110100000001000000,10
11111101010001000000,10
11110111110101110000,10
11111101000011010000,10
11110111010111110100,10
11111011111101100000,10
11110111111011010001,10
11110111111011000000,10
11111101000001010000,10
11110010111110001100,10
11110010111110101000,10
11110011001111100000,10
11111101000000000100,10
11101110111110100000,10
11110111011000110100,10
11101110111100100000,10
11111110111101001000,10
11111010110110000010,10
11111111001000110100,10
11111111000101100000,10
11111010111010100000,10
11011111000001110000,10
11110101011011110100,10
11111111000000000000,10
11111110111111110000,10
11110101011001110100,10
11100011001111100000,10
11100111010001110000,10
11101001000001000000,10
11100111000001110000,10
11110101010001100100,10
11111110111100011000,10
11101100000000000000,10
11110101000111100000,10
11110101001000100000,10
11101010000010000000,10
11110111011111110000,10
11111110111100101100,10
11101010010100000000,10
11110111111100111100,6
11110111011000111100,6
11110111011011111100,6
11110111111001111001,6
11110111111011100001,6
11110111111100110000,6
11110111111100111000,6
11110111110011111000,6
11110111011111111100,6
11110111100011110000,6
01000010000110100000,6
11110111111101010000,6
11111110111011001010,6
11111110111111100100,6
11111110111111100001,6
11111110111111001000,6
11111110111111000001,6
11111110111110110100,6
11111110111100011100,6
11111110111100001010,6
11111110111000001010,6
11110111111101111000,6
11111110110110100000,6
11111110110010001010,6
11111110101010001000,6
11111110101000000000,6
11111110100000000000,6
11111110011100001000,6
11111110010010000000,6
11111111000100101100,6
11111111001100111000,6
11111111011011100000,6
11111111011100111000,6
11111111111111100100,6
11111111111110010000,6
11111111111101010000,6
11111111111100111100,6
11111111111100011100,6
11111111111100001100,6
11111111111011001000,6
11111111111001100000,6
11111111111000001000,6
11111111110111000000,6
11111111110101110001,6
11111111110011000000,6
11111111101001100000,6
11111111100111100000,6
11111111100011110000,6
11111110001010000000,6
11111110000110000000,6
11111101011001110000,6
11111010111011000010,6
11111010101010001000,6
11111010011110101000,6
11111010011100000010,6
11111010011010000000,6
11111010011000000010,6
11111010011000000000,6
11111010010110001000,6
11111010010010000010,6
11111010000000100000,6
11111001011001100000,6
11111001000000100000,6
11110111111111110100,6
11110111111111010000,6
11110111111110100000,6
11110111111101111001,6
11111010110111001010,6
11111010111011001000,6
11111101000101110000,6
11111010111100111000,6
11111101000101100000,6
11111101000011110100,6
11111101000001110100,6
11111101000001000010,6
11111100111110000000,6
11111100000000100100,6
11111011111111101000,6
11111011111110101000,6
11111011111101000000,6
11111011111100111000,6
11111011111100101000,6
11111010111111101100,6
11111010111110110100,6
11111010111110000011,6
11111010111101000010,6
11111101000001100010,6
11111111111111110100,6
11110111010111110000,6
11110100000100000000,6
10100001000011100000,6
11110110011100100000,6
10100001000011110000,6
11110001010011110000,6
11110111001011110001,6
10100001001001100000,6
11100111011001110000,6
11110011001100111000,6
11100011011111100000,6
11110101000011000000,6
11100011011011110000,6
11110111001000110000,6
11110010011100001000,6
11100010111100100000,6
11110101010011100000,6
10101001000000100000,6
11110010111100101000,6
11110111000010100000,6
10100011000011110000,6
11110010111101100000,6
10100011001001110000,6
10100011001100111000,6
11110100000000110000,6
11110110111101100000,6
11110110111110100100,6
10100011011001110000,6
11110110111110010000,6
11110011011011110000,6
11110110011100000000,6
11110110111110001000,6
01011100000000000000,6
11101010111100101000,6
11101110111111100000,6
11101010111110001100,6
01010110000000000000,6
11110111010101100001,6
11110111010011110001,6
11101110111100000000,6
11101010111111000000,6
11111010110110001100,3
11111011101100001000,3
11111111010100100000,3
11010010000000000000,3
11111011001100000000,3
11111010110100001010,3
11111111001101110000,3
11110100000010000000,3
11111011000001100000,3
11111011111011001000,3
11111010110100001000,3
11111111001101100010,3
11111010110110001010,3
11110101010101110000,3
11110101011111110100,3
11111010101110000000,3
11011100000000000000,3
11110011001101100000,3
11111100000000110000,3
11111010101100001000,3
11111111000110100010,3
11110011011101110000,3
11111011111110100000,3
11111111001101010000,3
11111111001011100000,3
11111010110010000000,3
11010010111010001000,3
11010010000110000000,3
11111011111100100000,3
11111010110010000010,3
11111011111100000010,3
11111010111111110000,3
11111111010101110000,3
11110101001101110000,3
11110101001001000000,3
11111010111101110000,3
11111111011100100000,3
11111010111101001000,3
11111111011100101000,3
11111111011111110100,3
11110101011011110001,3
11111111011101100001,3
11111111011101000000,3
11110101010001000000,3
11111111011111000000,3
11110101010001110100,3
11110101011000110100,3
11111111011110000000,3
11111010111010101100,3
11110101001000110100,3
11111111100001110000,3
10110101011011110000,3
11110101000101000000,3
11111111011011000000,3
11110101011101100000,3
11110101000001100010,3
11111010111010011000,3
11111010111110110000,3
11111111100011100000,3
11110101011101110000,3
11110101000000000100,3
11111111011000110100,3
11111010111000001000,3
11111010111111100010,3
11110100000010100000,3
11101110111100101001,3
11111100111100000000,3
11111100000011100000,3
11101010011110000000,3
11101010111100000000,3
11111110011010001000,3
11111110011000000000,3
11111110010100000000,3
11110001000101100000,3
11111110111100100001,3
11111110001101100000,3
11101010011100000000,3
11111101111111000000,3
11111110001100001000,3
11110001010001100000,3
11110010001000000000,3
11110010001010000000,3
11111110000010100000,3
11111110111101001001,3
11111110000000010000,3
11111110111100001100,3
11101010111110000010,3
11110000000001000000,3
11101010111110100100,3
11111110110111001000,3
11111110111000001000,3
11111110110110001001,3
11111110111010000011,3
11101011111100001000,3
11111110110100000010,3
11111110111010100010,3
11111110110010000000,3
11111110110000000010,3
11101110111110110000,3
11101011000011110000,3
11111110101110000000,3
11111110101100000000,3
11111110111011000000,3
11110000000000100000,3
11100111011011110000,3
11100111001001110000,3
11111100001101100000,3
11100001000001110000,3
11110010111110101100,3
11110010111111000000,3
11100010000000000000,3
11110010111111101000,3
11111110111111101000,3
11110011000011010000,3
11110101111011110000,3
11111100111000000010,3
11100110111100100000,3
11111100111000000000,3
11100001000000100000,3
11111111000000111100,3
11111111000001010000,3
11110011000111100000,3
11111100010100000000,3
11111111000100100000,3
11111110111111100011,3
11100010000100000000,3
11111101000001101000,3
11110010111011101000,3
11111101011001010100,3
11111101010011000000,3
11111110111110010100,3
11110010011100000000,3
11100011001100111000,3
11100011000111110100,3
11110010011100100000,3
11111101001000110100,3
11111110111110101011,3
11100010111110100000,3
11100010111110000000,3
11111101000011100100,3
11100010111100001000,3
11111110111111001001,3
11111110111111001010,3
11111010101100000000,3
11111111011011110001,3
11111110110111101000,3
11110111111001110001,3
11111000000000010000,3
11110111111001010000,3
11111111111010111000,3
11111000000010000000,3
11111000000100000000,3
11110111110111110000,3
11110110111101000000,3
11111000100000000000,3
11111111111010001000,3
11111000111110000010,3
11110111001001100000,3
11110111110101100000,3
11110111001011111000,3
11111111111101101000,3
11111111111001100001,3
11111001001001110000,3
11110110111010100000,3
11111010000010000010,3
10100001000000100000,3
11111010000010100000,3
11110111100001110000,3
11110110110010000000,3
10101001001000000000,3
11111111111110001100,3
11110111001100110000,3
11110111001000111000,3
11110111111010001000,3
10100000000001000000,3
11111111111011001010,3
11111111111100001001,3
11110110111111100000,3
10100011000001100000,3
11110110111111000000,3
11111111111100000010,3
11110110111110101100,3
11110111111101110001,3
11111111111100101001,3
11110110111110101000,3
11110111000100100000,3
11110111111011101000,3
11110111111110000001,3
11110111111110100001,3
11111111111011101010,3
11110111000100111100,3
11111111111011101000,3
11111010100000000000,3
11110111000111100010,3
11110110111110001100,3
11110111111011010000,3
11110111000111100100,3
11110111111010110000,3
11110111111010100000,3
11111111111011010000,3
11110111111111101001,3
10101001010001000000,3
10100001000101100000,3
11111111111100010000,3
01010010001100000000,3
11110110001100000000,3
11111111111110100011,3
11111010011110001000,3
11111111101101110000,3
11111010010110000000,3
11110111011011010000,3
11111111111111001100,3
10101011000001110000,3
11110111011101111001,3
11110110000001110000,3
11111010010100001010,3
11111111110010100000,3
11110110000000100000,3
11111111110100000000,3
11111111110010010000,3
11110111011011111000,3
11111111110100100000,3
11111111111111101000,3
11111010011110001100,3
11110111011101100010,3
11111010001100001000,3
11110111010111100001,3
11111111110100111100,3
11110111001101100000,3
11111111111110100010,3
11111111110011100000,3
11111111111111001000,3
01010010000110000000,3
11110111011111100001,3
10100001010011100000,1
11100011001101110000,1
11100011010011110100,1
11100011011101110000,1
11111111111111010100,1
11111110111010100011,1
11111111111100110010,1
11100011011100111100,1
11111111111100110100,1
11100011010111110100,1
11100011001100110000,1
11101011011101110000,1
10100001010011110100,1
01011000000000000000,1
01010000000010000000,1
11101101011001110100,1
11101101010001100010,1
11100010111010001000,1
11100010111011101000,1
10100001011001110000,1
11111111111100100100,1
11111110111111010000,1
10100001011001100000,1
11101101001001100000,1
11101101001000000000,1
11101101000001000000,1
11101011111110001000,1
01010010001110000000,1
11111111111100101100,1
11100011111111110100,1
11101011000100000000,1
11111110111110111000,1
11100010111110101000,1
11100010111111001100,1
11100011000100111000,1
11100011110011110000,1
11101010111101100000,1
11100101000001100000,1
11111110111100111100,1
11111110111011000010,1
10100011000101110000,1
11111111111110100100,1
11101010111110110000,1
11101010000100001000,1
11101010001000000000,1
11111111111101110001,1
11101010001110000000,1
11111111111101111001,1
11111110111100101010,1
10100001000011100100,1
11101010011110000010,1
11101010101110000000,1
11111111111110000100,1
11111111111110001000,1
11101010110100001010,1
11111111111110001010,1
11101010111110001010,1
11101010111011101000,1
11101010111011111000,1
11111110111100010010,1
11101010111110000100,1
11101010111101101000,1
11111110111100111001,1
11101010000100000010,1
10001001001001100000,1
11101001011001100000,1
11100101011001110000,1
11100110011110100000,1
10100001001111100000,1
11101011000001110000,1
10011101011011110000,1
11111110111010101100,1
11100111000001100000,1
11111110111101111000,1
10001001011001100000,1
11100111010011110000,1
11111110111101101001,1
11101010111111100000,1
10100001001101100010,1
11101010111111000010,1
11100111011101110000,1
10100001001001000000,1
11101001000000000000,1
11111110111101001010,1
11111111111101010010,1
11101001000001100010,1
10100001000111100100,1
10001111011101110000,1
10100001000101100100,1
11100110111110101001,1
11111111101100100010,1
11111111111100000100,1
11111111111001010010,1
11111111011101000010,1
10110100000000000000,1
11111111110100101000,1
11111111011100100100,1
11111111110100101100,1
11111111110100110000,1
11111111011100010000,1
10110101000001100000,1
10101001010001100000,1
11111111110101100001,1
11111111011011110100,1
10110101011001100000,1
11111111011011100010,1
10101001001001100000,1
11111111110110100000,1
11111111011011010000,1
11111111110111100000,1
11111111011001110010,1
10110111011011110000,1
11111111011001101000,1
11111111011001100010,1
11111111011001100000,1
11111111111000000000,1
11111111011001010000,1
10101001000001110000,1
11111111011000100000,1
11111111010110000000,1
11111111010101110001,1
11111111111000001100,1
11111111110100010000,1
10101001011001110000,1
11111111110100000001,1
11111111100101100000,1
11111111101100001000,1
11111111101101000000,1
11111111101011110000,1
11111111101011100000,1
11111111101101100000,1
10101101000000000000,1
10110001000001000000,1
11111111101001000000,1
11111111101000100000,1
10110001000001000100,1
11111111100110000000,1
10101011001111100000,1
11111111110001110010,1
11111111110010000010,1
10110011000011110000,1
11111111100100100000,1
11111111100100000000,1
10110001000001100000,1
11111111100011000000,1
11111111110011100001,1
11111111100001100000,1
11111111110011110000,1
11111111110011110010,1
11111111011111110000,1
11111111011111100000,1
11111111110011110100,1
11111111011101110001,1
10110001011001100000,1
11111111111001001000,1
10111001000000000000,1
11111111111100000001,1
11111111010100111000,1
11111111000111100100,1
10100101000001100000,1
11111111000111100010,1
11011011000001100000,1
11111111000111010000,1
11111111111011000011,1
10100100000000000000,1
10100011011101110000,1
10100011011100111000,1
11011101000001000000,1
11111111000100110100,1
11011101000011100000,1
11111111000100101000,1
11111111111011100010,1
11111111111011100011,1
11111111000100010000,1
11011101000011110000,1
11011101010001100000,1
11011111000001100000,1
11011111111011110001,1
11100000000001000000,1
11111111000000110000,1
11111111111011111000,1
11111111000000100100,1
10100011010011110000,1
11111110111111110100,1
11100001001001100000,1
11100001010001100000,1
11111110111111101001,1
11111111000111110100,1
11011010111010101000,1
11111111001000111100,1
11111111001110100100,1
11111111111001100010,1
11111111010100110000,1
10101000000001000000,1
11111111010100010100,1
11111111010100000000,1
10111001000001000000,1
11111111010011110001,1
10111101000000000000,1
11111111010011100000,1
11000010111100000000,1
11111111111001111001,1
10100111011101110000,1
11111111001111100010,1
11111111001110000000,1
11111111001001000000,1
11111111001101111000,1
10100111000001110000,1
11111111001101100000,1
11111111111010101010,1
11111111001100111100,1
11010010000100000000,1
11111111001100101000,1
11111111001100000100,1
11010010111100001000,1
11111111001011110100,1
11111111111010111010,1
11111111001001110010,1
11010010111110000000,1
11111111000010110000,1
11111101111111110000,1
11111110110110101011,1
11111010010100000010,1
11111010010110001010,1
11110110001010000000,1
11110110000011110000,1
11110110000010110000,1
11110110000010001000,1
11111010011010101000,1
11110110000001000000,1
11110101111111110100,1
11111010011100100000,1
11110101111111100100,1
11110101111011110100,1
11111010011110010100,1
11110101111011110001,1
11111010100100000000,1
11111010101100100000,1
11111010101110000010,1
11111010110000000010,1
11111010010100100000,1
11110110001100100000,1
11110101111011010000,1
11110110011100001000,1
11110110111011101000,1
11110110111011001000,1
11110110111010000000,1
11111010000010001000,1
11111010000011000000,1
11110110101100000000,1
11110110011110101000,1
11110110011110000001,1
11111010000110001000,1
11111010000110100000,1
11111010000111000000,1
11110110011101100000,1
11110110011101000000,1
11111010001010001000,1
11110110011100101001,1
11111010001110000010,1
11110110011100011000,1
11111010110010001000,1
11111010110110000000,1
11101110111100111001,1
11111010111100101001,1
11110101010000100000,1
11110101001101100000,1
11110101001011110000,1
11110101001011100100,1
11110101001011100000,1
11110101001001110100,1
11110101001000101000,1
11110101000111110100,1
11110101000111100100,1
11111010111110001011,1
11110101000101110000,1
11111010111110010100,1
11110101000011010000,1
11110101000001010000,1
11111010111110101001,1
11110101000001000100,1
11110101000000010000,1
11111010111100101100,1
11110101010011111000,1
11110101110011110100,1
11110101010011111100,1
11111010110110000100,1
11111010110110001000,1
11110101011111111100,1
11110101011111110000,1
11110101011111100000,1
11110101011101110001,1
11111010111010001100,1
11110101011100110100,1
11111010111010101010,1
11110101011100101100,1
11110101011011110010,1
11111010111011001010,1
11110101011001100100,1
11111010111011101100,1
11110101011000100000,1
11110101010111100100,1
11110101010101100010,1
11110110111100001001,1
11111001010001000010,1
11111001001001000000,1
11110111100000110000,1
11110111100011010000,1
11110111100011100000,1
11110111001100010000,1
11110111001100000000,1
11110111101011110000,1
11110111110001100000,1
11110111001011111100,1
11110111110001110001,1
11110111110010100000,1
11110111110011100000,1
11110111110011100001,1
11110111110011110001,1
11110111110011110100,1
11110111110100000000,1
11110111110100100000,1
11110111110111000000,1
11110111111000110100,1
11110111100001000000,1
11110111001100110100,1
11110110111100011000,1
11110111011111110001,1
11110111010101111000,1
11110111010101100011,1
11110111011001110010,1
11110111010100111100,1
11110111010100100000,1
11110111010011110010,1
11110111010011100001,1
11110111010001110010,1
11110111001111110000,1
11110111011101010000,1
11110111001111100010,1
11110111011101100001,1
11110111001101101000,1
11110111011101110001,1
11110111011101110010,1
11110111011101110100,1
11110111001100111100,1
11110111111001100000,1
11110111111001110010,1
11110111111001111000,1
11110111111010111000,1
11110111111111000001,1
11110110111110001001,1
11110111111111100001,1
11110111111111100010,1
11110111111111101000,1
11110110111110000010,1
11110110111110000001,1
11110111111111111000,1
11110110111101101001,1
11110110111101101000,1
11111000000001100000,1
11111000010100000000,1
11111000110000000010,1
11111000111110000000,1
11110110111100111001,1
11110110111100111000,1
11110110111100110000,1
11110111111110110100,1
11110111111110100100,1
11110111111110010000,1
11110111000001010000,1
11110111000101101000,1
11110111000100000000,1
11110111111011110011,1
11110111000011010100,1
11110111000011010000,1
11110111000010110000,1
11110111000001110100,1
11110111111100101000,1
11110110111110100010,1
11110111111100101001,1
11110110111111101100,1
11110110111111010000,1
11110110111111000001,1
11110111111101100001,1
11110111111101101000,1
11110110111110110000,1
11111010111110110010,1
11110100001000100000,1
11110100000110100000,1
11111101011011100100,1
11111101011111100100,1
11111101110011110000,1
11111101110111110100,1
11110111010111100100,1
11110010001101000000,1
11111110000000001000,1
11111110000000100000,1
11111110000000110000,1
11111110000001110000,1
11110010001010001000,1
11111110000100110000,1
11111110000101101000,1
11110010000110000000,1
11110001111001110000,1
11111110001011100000,1
11110001010001000000,1
11111110001100001001,1
11111101011111100010,1
11111101011011100000,1
11111101000101101010,1
11110010001110000000,1
11111101000111100000,1
11111101001001100010,1
11111101001001100100,1
11111101001001110000,1
11111101001101100000,1
11111101001111100000,1
11111101010001100001,1
11111101010001100100,1
11111101010001101000,1
11110010011010001000,1
11111101010011100000,1
11110010010000000000,1
11111101010101100000,1
11111101010111100000,1
11111101011000100100,1
11110010001110001100,1
11111101011001100001,1
11111110001100100000,1
11111110001100110000,1
11111110001101000000,1
11110001001001100100,1
11101111001001110000,1
11111110101010000000,1
11111110101100001000,1
11111110101100001001,1
11111110101110000001,1
11111110101110000010,1
11101110111110101100,1
11111110110011000000,1
11101110111110101000,1
11101110111110100100,1
11111110110100101000,1
11111110110101100000,1
11101110111101101000,1
11111110110110000010,1
11111110110110001000,1
11101110111101100000,1
11111110110110001100,1
11111110100110000000,1
11111110100100000000,1
11111110100000000010,1
11111110011011000010,1
11110001001000100000,1
11111110010000000010,1
11111110010100001000,1
11110001000010100000,1
11111110011010000001,1
11111110011010000010,1
11111110011010001100,1
11110001000001100100,1
11101111111111101100,1
11111110011100000001,1
11110001000001000100,1
11111110011100100000,1
11111110011100100010,1
11111110011110000010,1
11111110011110000011,1
11110000000000110000,1
11110010011100101000,1
11110010011100110000,1
11110100000011110000,1
11111011111011000010,1
11111011111011110000,1
11110011111110000000,1
11111011111100001100,1
11111011111100100010,1
11110011111101110000,1
11111011111100101100,1
11110011111100101000,1
11110011111100001000,1
11111011111101000010,1
11110011111011001000,1
11111011111101100010,1
11111011111101101001,1
11110011111010001000,1
11111011111110001000,1
11110011110011110000,1
11111011111110110100,1
11111011111111001000,1
11111011111011100010,1
11111011111010001010,1
11111101000100100100,1
11111011111010001000,1
11111010111111101000,1
11111010111111101010,1
11111011000000000000,1
11111011000101110000,1
11111011000110101000,1
11111011001100100000,1
11111011001100101000,1
11111011010000110000,1
11111011010001110000,1
11111011010100100000,1
11111011011001110000,1
11111011011010000000,1
11111011011100000000,1
11111011011101100000,1
11111011101110000000,1
11111011110111000000,1
11111011111010000010,1
11111011111111100000,1
11111011111111101100,1
11110011011101100000,1
11111100000000010000,1
11111100111110000010,1
11111100111110000100,1
11111100111110001000,1
11110011000001100000,1
11110011000000110100,1
11110010111111001000,1
11110010111110000010,1
11110010111100111000,1
11110010111100011000,1
11110010111100010000,1
11110010111010011000,1
11111101000010110000,1
11110010111010000000,1
11110010110000000000,1
11110010011110100000,1
11110010011110001000,1
11111101000100000000,1
11111100111010001000,1
11111100111010000000,1
11110011000100010000,1
11111100001101101000,1
11110011011011111000,1
11111100000001100000,1
11111100000110000000,1
11110011001011110000,1
11111100001000100000,1
11111100001100101000,1
11111100001101100010,1
11110011001001110000,1
11111100110011010000,1
11111100011000100000,1
11111100011100000000,1
11111100011100100000,1
11111100011101110000,1
11111100100000000010,1
11111100100010000000,1
11110011000100100000,1
11111010000000000010,1
